3.205231949687004089e-02,1.347420215606689453e-01,-2.760965824127197266e-01,3.815468549728393555e-01,-3.248478770256042480e-01,2.154269069433212280e-02,1.163149774074554443e-01,1.881579756736755371e-01,-9.597466886043548584e-02,-2.545797824859619141e-01,-3.760443329811096191e-01,1.929251290857791901e-02,3.443107381463050842e-02,-1.859823614358901978e-01,-8.136845380067825317e-02,-1.525802654214203358e-03,1.799504309892654419e-01,-2.085228413343429565e-01
-4.618508219718933105e-01,3.229390978813171387e-01,-4.624195098876953125e-01,1.919099241495132446e-01,-4.208922982215881348e-01,-2.882174253463745117e-01,-3.032633960247039795e-01,2.952778637409210205e-01,-2.717716991901397705e-01,-4.502214789390563965e-01,-3.096071481704711914e-01,5.282098650932312012e-01,4.970071017742156982e-01,-5.169058442115783691e-01,-1.170152202248573303e-01,-9.372705221176147461e-02,8.679702132940292358e-02,1.203874722123146057e-01
-7.267451286315917969e-02,9.591051936149597168e-02,3.461838513612747192e-02,1.754273427650332451e-03,3.012957051396369934e-02,1.861344277858734131e-02,1.479736119508743286e-01,-3.297717869281768799e-02,-3.653389587998390198e-02,-4.467321187257766724e-02,-2.774602733552455902e-02,9.818557649850845337e-02,7.035080343484878540e-02,-2.708601206541061401e-02,3.170795366168022156e-02,-8.352427184581756592e-02,-1.083504036068916321e-01,-2.320752479135990143e-02
-5.628892779350280762e-01,4.914791584014892578e-01,-2.405084073543548584e-01,-1.310285776853561401e-01,-2.693189680576324463e-01,-4.822949469089508057e-01,-3.364909589290618896e-01,2.535033039748668671e-02,-1.040426362305879593e-02,-2.159929722547531128e-01,-3.530405163764953613e-01,1.365249454975128174e-01,4.047626852989196777e-01,-1.380697637796401978e-01,3.754187822341918945e-01,3.175121545791625977e-01,-2.641737088561058044e-02,-5.727614164352416992e-01
-3.283009827136993408e-01,2.559507191181182861e-01,-3.068662881851196289e-01,7.768829166889190674e-02,-2.625311017036437988e-01,-1.500461697578430176e-01,-9.363269060850143433e-02,4.396032691001892090e-01,-2.409192025661468506e-01,-1.482500582933425903e-01,-4.687553048133850098e-01,5.631489157676696777e-01,1.956971883773803711e-01,-4.329666495323181152e-01,-2.317488789558410645e-01,4.108675122261047363e-01,1.322371214628219604e-01,8.678579330444335938e-02
-3.366415798664093018e-01,6.036322712898254395e-01,-7.589601874351501465e-01,4.520792961120605469e-01,-7.759432196617126465e-01,-2.514255642890930176e-01,-1.865160316228866577e-01,3.443128466606140137e-01,-1.448710560798645020e-01,-6.801788210868835449e-01,-2.697241008281707764e-01,3.690689504146575928e-01,1.352652758359909058e-01,-7.094738483428955078e-01,-1.439333558082580566e-01,6.352234631776809692e-02,7.779857516288757324e-02,-1.723421923816204071e-02
-2.268873900175094604e-01,4.932512342929840088e-01,-5.440540313720703125e-01,4.071938991546630859e-01,-3.268556594848632812e-01,-2.852512598037719727e-01,-2.326444536447525024e-02,-2.718247845768928528e-02,1.822731643915176392e-02,-4.469170868396759033e-01,-1.311784237623214722e-01,7.598035782575607300e-02,7.962093688547611237e-03,-5.520197749137878418e-01,1.194416582584381104e-01,-6.042714416980743408e-02,2.084218114614486694e-01,-3.461124598979949951e-01
4.530670493841171265e-02,-3.768637403845787048e-02,-9.467549622058868408e-02,-4.467739164829254150e-02,7.858939468860626221e-03,6.408666074275970459e-02,1.490509957075119019e-01,-6.899512559175491333e-02,2.378174103796482086e-02,-1.696625500917434692e-01,7.707111537456512451e-02,-5.196405947208404541e-02,-1.062745749950408936e-01,-1.517719626426696777e-01,4.480446875095367432e-02,1.364296581596136093e-02,-1.198582053184509277e-01,-3.071380555629730225e-01
-9.495732933282852173e-02,1.398682743310928345e-01,-1.612978279590606689e-01,5.256342515349388123e-02,-1.885152757167816162e-01,-3.864295408129692078e-02,-1.370997428894042969e-01,1.118445098400115967e-01,-3.639707341790199280e-02,-1.880102455615997314e-01,-9.615846723318099976e-02,2.193571031093597412e-01,1.228054463863372803e-01,-1.484344899654388428e-01,-3.280451055616140366e-03,-1.482664942741394043e-01,-8.914250880479812622e-03,-1.737926155328750610e-01
-3.820536434650421143e-01,3.568454086780548096e-01,-3.064089119434356689e-01,1.856828480958938599e-01,-2.350889295339584351e-01,-3.567198216915130615e-01,-2.107821032404899597e-02,1.195852831006050110e-01,-7.825145125389099121e-02,-1.954606920480728149e-01,-2.394549697637557983e-01,8.770239353179931641e-02,9.278444200754165649e-02,-4.026696979999542236e-01,3.435498103499412537e-02,9.624597150832414627e-04,3.435984253883361816e-01,-2.799198031425476074e-01
-1.404866874217987061e-01,-7.094410806894302368e-02,-8.477868884801864624e-02,-9.063740260899066925e-03,-8.627783507108688354e-02,8.556869626045227051e-02,5.010019242763519287e-02,2.838470041751861572e-01,-1.494747698307037354e-01,-1.927319616079330444e-01,-1.504415720701217651e-01,1.506104916334152222e-01,-2.126500755548477173e-01,-3.435982763767242432e-01,-9.311801195144653320e-02,1.786440014839172363e-01,-3.676093518733978271e-01,-2.278924733400344849e-01
-1.719154864549636841e-01,1.916410028934478760e-01,-6.541318446397781372e-02,-4.162181541323661804e-02,-1.573869436979293823e-01,-4.890600591897964478e-02,-1.070050448179244995e-01,-4.870327189564704895e-03,-8.108686655759811401e-02,-2.052757292985916138e-01,-9.854684025049209595e-02,2.306788265705108643e-01,2.313034385442733765e-01,1.098531708121299744e-01,-3.956090658903121948e-02,-8.738011121749877930e-03,7.158556580543518066e-02,-2.562640011310577393e-01
-3.419626504182815552e-02,3.022357523441314697e-01,-3.909331560134887695e-01,8.104743063449859619e-02,-3.598966002464294434e-01,-1.672111824154853821e-02,-1.843360485509037971e-03,2.332677543163299561e-01,-8.729928731918334961e-02,-2.792970836162567139e-01,-2.177117615938186646e-01,1.690586656332015991e-01,1.610709279775619507e-01,-3.847174942493438721e-01,-6.226129829883575439e-02,-1.406396925449371338e-01,-1.893460936844348907e-02,-1.904541403055191040e-01
1.368025541305541992e-01,-1.585734486579895020e-01,-6.754458695650100708e-02,5.510263517498970032e-02,2.073555439710617065e-02,1.298263669013977051e-01,2.903942577540874481e-02,-3.812492638826370239e-02,-8.651612442918121815e-04,-1.180682331323623657e-01,-2.175877690315246582e-01,-7.102074474096298218e-02,-1.410374641418457031e-01,-2.638231217861175537e-01,-2.415010472759604454e-03,-9.404728561639785767e-02,-1.417784988880157471e-01,-3.253891468048095703e-01
-3.512280583381652832e-01,2.104300409555435181e-01,-2.858712673187255859e-01,-3.723029419779777527e-02,-1.698221117258071899e-01,-2.457707971334457397e-01,-1.062061935663223267e-01,-4.223395511507987976e-02,2.800036780536174774e-02,-1.192194148898124695e-01,1.671470254659652710e-01,4.030622541904449463e-02,4.583891108632087708e-02,-7.990787923336029053e-02,1.116974726319313049e-01,4.524739459156990051e-02,-9.375366568565368652e-02,-9.219175577163696289e-02
-2.810273766517639160e-01,5.538853406906127930e-01,7.779622822999954224e-02,8.498872816562652588e-02,-9.666527807712554932e-02,-1.294308155775070190e-01,-1.397235989570617676e-01,1.528054773807525635e-01,3.705301135778427124e-02,-2.298554182052612305e-01,-1.609714478254318237e-01,-6.949584186077117920e-02,3.638940751552581787e-01,-4.045367240905761719e-01,4.778630658984184265e-02,6.467931717634201050e-02,-1.956413835287094116e-01,1.903681159019470215e-01
-6.397172808647155762e-02,-1.372733414173126221e-01,2.273910641670227051e-01,1.488324999809265137e-01,2.528798282146453857e-01,-4.568615695461630821e-04,-1.526258587837219238e-01,-3.278502821922302246e-02,1.871809363365173340e-01,-1.229732260107994080e-01,1.350478827953338623e-01,-1.961570829153060913e-01,2.621581964194774628e-02,2.691453695297241211e-01,2.185285687446594238e-01,-1.979352831840515137e-01,-6.601708382368087769e-02,-2.906202152371406555e-02
-2.212649434804916382e-01,2.933417558670043945e-01,-3.134497106075286865e-01,3.658838570117950439e-01,-2.987994551658630371e-01,-1.579644978046417236e-01,-6.898244377225637436e-03,1.941194385290145874e-01,-9.444291144609451294e-02,-1.231684237718582153e-01,-2.457854300737380981e-01,1.439948230981826782e-01,1.649233549833297729e-01,-2.518141567707061768e-01,3.056594915688037872e-02,2.304966002702713013e-01,1.213978230953216553e-01,-4.718475043773651123e-02
2.054267078638076782e-01,1.127660349011421204e-01,-1.212067436426877975e-02,4.269115030765533447e-01,-1.278356313705444336e-01,6.800992786884307861e-02,1.383378654718399048e-01,2.658602893352508545e-01,-2.825129404664039612e-02,1.421155035495758057e-02,-1.630252301692962646e-01,-2.702899873256683350e-01,-5.443711206316947937e-02,-1.882344186305999756e-01,-1.489679235965013504e-02,-2.254705429077148438e-01,-1.720184683799743652e-01,-2.622600495815277100e-01
-4.177809655666351318e-01,5.724385753273963928e-02,-2.897022366523742676e-01,-4.248244687914848328e-02,9.831735491752624512e-02,-2.826357185840606689e-01,-1.379590034484863281e-01,-1.373070329427719116e-01,-1.212737858295440674e-01,-7.525741308927536011e-02,1.148106530308723450e-02,3.506724536418914795e-01,2.809532582759857178e-01,6.987119559198617935e-03,3.724154829978942871e-02,-2.328221052885055542e-01,-1.760961264371871948e-01,1.092245243489742279e-02
-6.453303247690200806e-02,-1.749678254127502441e-01,2.364000231027603149e-01,-3.071918189525604248e-01,3.351647555828094482e-01,5.351439118385314941e-02,3.407425582408905029e-01,-2.835477292537689209e-01,-8.542618900537490845e-02,4.544869363307952881e-01,1.538843959569931030e-01,2.361660003662109375e-01,-1.166499312967061996e-02,2.645055651664733887e-01,1.194100007414817810e-01,-1.105961129069328308e-01,-7.403792738914489746e-01,2.954452037811279297e-01
2.379021048545837402e-02,-9.354455024003982544e-02,2.649198472499847412e-01,2.988290786743164062e-02,2.211253494024276733e-01,1.358325481414794922e-01,2.285246551036834717e-02,-6.221211329102516174e-02,1.841997355222702026e-01,2.070609033107757568e-01,-1.971332728862762451e-01,-1.289045661687850952e-01,-1.742031872272491455e-01,-1.421488821506500244e-01,2.595440447330474854e-01,1.669337451457977295e-01,-5.374836325645446777e-01,1.575110554695129395e-01
