-1.942076437444484327e-07,2.386656490216410020e-07,1.878202340321877273e-07,-1.539937422023740510e-08,4.399461772663926240e-08,-1.548401371564978035e-07,1.472976123295666184e-07,-7.123188083824061323e-08,-5.455574125790008111e-08,-1.900943544796973583e-07,-1.015026640516225598e-07,-1.548812349483341677e-07,1.867438896852036123e-07,-1.362228516654795385e-07,2.373558238843997970e-08,8.781812255165277747e-08,6.640004812652477995e-08,9.067584016975160921e-09,-6.961794696280776407e-08,1.374681701804547629e-08
4.164741840213537216e-03,-9.214836609316989779e-06,-1.328049802395980805e-05,-1.282361245102947578e-05,-1.321610579907428473e-05,-1.359398720524040982e-05,-1.339952268608612940e-05,-1.356901429971912876e-05,-1.407426134392153472e-05,-1.366858668916393071e-05,-1.325015182374045253e-05,-1.295009860768914223e-05,-1.228157088917214423e-05,-1.262669684365391731e-05,-1.238326603925088421e-05,-1.166095444204984233e-05,-1.193900880025466904e-05,-1.202182374981930479e-05,-1.170123050542315468e-05,-1.154028450400801376e-05
-2.350054728594841436e-07,6.768674154500331497e-08,-4.833175992757787753e-08,-1.148411996609866037e-07,1.302101537703492795e-07,2.356107700052234577e-07,1.621395568918160279e-07,1.070690487381398270e-07,-1.568755720882109017e-07,-8.009224217175869853e-08,-3.900582967730770179e-08,-5.188368490394168475e-08,7.234816745693706252e-09,8.590021138843439985e-08,-1.381445287051974447e-07,-1.065879970951755240e-07,1.587486906373669626e-07,-5.198124952698890411e-08,4.655451490975792694e-08,-7.587624395455350168e-08
1.324146986007690430e-03,-4.012340923509327695e-06,-4.371460818219929934e-06,-4.416951469465857372e-06,-4.387619810586329550e-06,-4.663950676331296563e-06,-4.473287390283076093e-06,-4.535711923381313682e-06,-4.638971404347103089e-06,-4.652642928704153746e-06,-4.512502982834121212e-06,-4.237811481289099902e-06,-3.924896191165316850e-06,-3.701692776303389110e-06,-3.198591457476140931e-06,-2.784458956739399582e-06,-3.668665158329531550e-06,-3.843422291538445279e-06,-3.948527137254131958e-06,-3.852172540064202622e-06
6.226199120283126831e-02,-3.942210972309112549e-02,-5.477743968367576599e-02,-4.922255501151084900e-02,-4.383987560868263245e-02,-3.592829406261444092e-02,-2.753063105046749115e-02,-2.001526392996311188e-02,-1.021301187574863434e-02,-1.088989782147109509e-03,5.346284713596105576e-03,1.543841417878866196e-02,2.737927436828613281e-02,3.897460550069808960e-02,5.115045607089996338e-02,6.255967170000076294e-02,7.517871260643005371e-02,8.698670566082000732e-02,9.816265106201171875e-02,1.110411509871482849e-01
3.256897255778312683e-02,-1.924546658992767334e-01,-1.747675538063049316e-01,-1.799975931644439697e-01,-1.844448149204254150e-01,-1.899235099554061890e-01,-1.966537386178970337e-01,-2.014905959367752075e-01,-2.085037380456924438e-01,-2.159788906574249268e-01,-2.224329262971878052e-01,-2.295677512884140015e-01,-2.388263642787933350e-01,-2.460110932588577271e-01,-2.518146038055419922e-01,-2.603618502616882324e-01,-2.664191424846649170e-01,-2.721588611602783203e-01,-2.799223363399505615e-01,-2.848925888538360596e-01
-2.516316612855007406e-07,1.647697729367791908e-07,3.527584340190514922e-07,1.632198092238468234e-07,2.301278527738759294e-07,9.990842642082498060e-08,-2.406539181265543448e-07,-2.402421728220360819e-07,-8.047177857406495605e-08,-6.300950161630680668e-08,5.633741295696381712e-08,-1.746374209687928669e-07,-1.912204083964752499e-07,-1.361864732096762509e-09,1.762333141641647671e-07,-3.384997455668781186e-07,-2.615036578390572686e-07,-3.434103845734171045e-08,-1.706167012116566184e-07,1.564015406074759085e-07
3.762514679692685604e-04,-1.197995841503143311e-01,-1.375177651643753052e-01,-1.443352848291397095e-01,-1.511551290750503540e-01,-1.584295183420181274e-01,-1.678034067153930664e-01,-1.735248714685440063e-01,-1.825480908155441284e-01,-1.924593448638916016e-01,-2.002581059932708740e-01,-2.097667008638381958e-01,-2.200673520565032959e-01,-2.301994413137435913e-01,-2.385904937982559204e-01,-2.488188892602920532e-01,-2.598851025104522705e-01,-2.683823406696319580e-01,-2.796253263950347900e-01,-2.888654768466949463e-01
2.268205037125881063e-07,-1.676600476230305503e-07,1.848414399319153745e-07,2.969076717818097677e-08,4.233260497699120606e-08,2.854450542599806795e-08,-1.847156596568311215e-07,6.954337550268974155e-08,-1.002557823426286632e-07,-1.312753710180913913e-07,-2.224893904667624156e-07,-8.443268484370491933e-08,4.681448118049047480e-08,-4.402164321959389781e-08,1.304828742831887212e-07,1.539132625794081832e-07,3.830907928659144090e-07,-7.199140128477665712e-08,6.990371392845418086e-09,1.488236307523038704e-07
-4.142856923863291740e-04,7.018880978648667224e-07,4.487196463287546067e-07,2.062170949557184940e-07,6.538383559018257074e-07,6.842788593530713115e-07,4.335027767865540227e-07,6.450310934269509744e-07,3.868438511744898278e-07,2.908941212353965966e-07,4.442719045982812531e-07,-4.863115493208169937e-03,-1.111491210758686066e-02,-1.611502468585968018e-02,-1.986942626535892487e-02,-2.571736462414264679e-02,-3.040915727615356445e-02,-3.402183949947357178e-02,-3.909975290298461914e-02,-4.304721578955650330e-02
