-3.736348822712898254e-02,1.361502707004547119e-01,3.892702748998999596e-03,-7.233480364084243774e-02,1.559574306011199951e-01,1.883736401796340942e-01,1.255750507116317749e-01,-6.527149584144353867e-03,-1.458986252546310425e-01,1.051213815808296204e-01,1.041542515158653259e-01,2.215961366891860962e-01,1.562221348285675049e-01,1.687506735324859619e-01,8.759059011936187744e-02,2.113036960363388062e-01,2.156299948692321777e-01
6.678560376167297363e-02,1.569348722696304321e-01,9.343018382787704468e-02,3.883763775229454041e-02,-8.098837733268737793e-02,1.543957591056823730e-01,1.196678057312965393e-01,7.492503523826599121e-02,-2.297701984643936157e-01,-1.484927833080291748e-01,3.802135959267616272e-02,8.749989420175552368e-02,-8.051293902099132538e-03,2.302798777818679810e-01,1.855369210243225098e-01,4.554759263992309570e-01,1.175172552466392517e-01
-1.525385329159689718e-07,6.478949643451414886e-08,-3.397336811872264661e-08,-3.599086184635780228e-08,1.490861052388936514e-07,-1.402722915599952103e-07,-4.067758041514935030e-08,1.204398927256988827e-07,1.872011097248105216e-07,1.685094304093581741e-07,-1.125008566305041313e-07,6.784511441537688370e-08,1.145719892292618169e-07,1.781400555955769960e-07,1.140830860890673648e-07,1.890876859533818788e-07,4.993589985957669342e-09
-2.347447723150253296e-01,-7.678330689668655396e-02,1.559015363454818726e-01,2.404043823480606079e-01,3.226978778839111328e-01,1.048587635159492493e-01,8.684274554252624512e-02,1.497808247804641724e-01,-1.830144524574279785e-01,5.108457803726196289e-01,-1.486075073480606079e-01,3.090402185916900635e-01,4.872754216194152832e-01,1.731163859367370605e-01,3.204846978187561035e-01,-5.436690989881753922e-03,2.751007080078125000e-01
-2.090912163257598877e-01,-1.857960522174835205e-01,1.169194746762514114e-02,1.528005599975585938e-01,1.727062761783599854e-01,-2.723435759544372559e-01,-1.720565408468246460e-01,1.913894782774150372e-03,-2.603208422660827637e-01,3.183448016643524170e-01,-1.479449775069952011e-02,2.397069782018661499e-01,2.084960192441940308e-01,2.225057035684585571e-01,2.281968295574188232e-01,1.489535272121429443e-01,1.986062228679656982e-01
7.033858448266983032e-02,-2.536431849002838135e-01,-4.798915088176727295e-01,-1.197411045432090759e-01,-5.926477909088134766e-02,-6.501772254705429077e-02,-2.746198885142803192e-02,-4.429680109024047852e-01,1.106356382369995117e-01,1.416254788637161255e-01,9.498105198144912720e-02,-2.022920874878764153e-03,-1.231835931539535522e-01,1.291668862104415894e-01,1.062459200620651245e-01,-4.053395707160234451e-03,1.412685215473175049e-01
-3.211337029933929443e-01,-1.664960533380508423e-01,1.274041384458541870e-01,2.078241407871246338e-01,1.746214479207992554e-01,-1.624766886234283447e-01,-6.868550926446914673e-02,1.307194232940673828e-01,-1.358149796724319458e-01,6.100381612777709961e-01,-4.992037639021873474e-02,3.840922415256500244e-01,3.784669339656829834e-01,4.066708385944366455e-01,5.030311346054077148e-01,3.754222095012664795e-01,2.364085763692855835e-01
-3.844311833381652832e-02,1.545081883668899536e-01,6.387963145971298218e-02,3.923427313566207886e-02,1.097524762153625488e-01,2.188405096530914307e-01,1.456326544284820557e-01,3.928455337882041931e-02,-2.176073938608169556e-01,-1.952538937330245972e-01,3.198881149291992188e-01,-7.127325981855392456e-02,2.778203785419464111e-02,-4.553679004311561584e-02,-2.427498251199722290e-02,-4.167440161108970642e-02,1.610803604125976562e-01
-1.718219951726496220e-03,-2.308268565684556961e-03,-1.032947078347206116e-01,2.274665422737598419e-02,1.061846092343330383e-01,7.251475006341934204e-02,8.307480067014694214e-02,-9.608794748783111572e-02,7.728062570095062256e-02,1.907586604356765747e-01,1.776217371225357056e-01,1.354687511920928955e-01,1.441758722066879272e-01,1.885654032230377197e-01,1.362821161746978760e-01,3.037876449525356293e-02,2.832602262496948242e-01
1.163952499628067017e-01,-4.331891238689422607e-02,6.227643229067325592e-03,2.035489976406097412e-01,1.423089057207107544e-01,-1.730494573712348938e-02,-5.110363475978374481e-03,1.075392402708530426e-02,1.554815769195556641e-01,-8.212897926568984985e-02,-7.719787210226058960e-02,-4.379925131797790527e-02,-1.494589447975158691e-01,-4.141092300415039062e-02,-4.974795877933502197e-02,-5.478285253047943115e-02,-1.210727840662002563e-01
