3.431072924286127090e-03,2.559731006622314453e-01,6.184756755828857422e-02,3.440722525119781494e-01,-2.600991427898406982e-01,-1.567883491516113281e-01,-9.273608773946762085e-02,2.526778876781463623e-01,-1.247805133461952209e-01,-3.999000042676925659e-02,1.750695705413818359e-01,4.462790787220001221e-01,-2.954025864601135254e-01,3.169779479503631592e-01,-3.187958598136901855e-01,8.179415017366409302e-02
-1.211092248558998108e-01,-1.153203621506690979e-01,-2.419736422598361969e-02,-4.201743751764297485e-02,-1.448561996221542358e-02,1.119337379932403564e-01,-2.338126152753829956e-01,5.890261009335517883e-02,-6.481065601110458374e-02,1.629453301429748535e-01,1.463498175144195557e-01,-6.703719496726989746e-01,-1.025971472263336182e-01,1.924102157354354858e-01,6.534278392791748047e-01,-4.131023883819580078e-01
-9.647997468709945679e-02,-1.015558652579784393e-02,-2.379943802952766418e-02,6.651505082845687866e-02,-4.988076165318489075e-03,2.498298883438110352e-01,-1.261987239122390747e-01,1.114543527364730835e-03,1.148594170808792114e-01,-9.451941400766372681e-02,1.866832226514816284e-01,-8.154674619436264038e-02,1.334801167249679565e-01,-1.103993058204650879e-01,6.006509065628051758e-02,-1.269905716180801392e-01
-8.451914042234420776e-02,7.565534859895706177e-02,5.240102484822273254e-02,3.806478083133697510e-01,-2.616850435733795166e-01,2.271856516599655151e-01,-8.391014486551284790e-02,-2.915740758180618286e-02,-5.295317154377698898e-03,-2.824638485908508301e-01,1.914464384317398071e-01,-2.591168582439422607e-01,-2.520307898521423340e-01,3.948395252227783203e-01,1.956061571836471558e-01,9.720861911773681641e-02
1.048549450933933258e-02,3.907368332147598267e-02,-8.560951799154281616e-02,1.290729641914367676e-01,-1.995667256414890289e-02,1.995671838521957397e-01,2.566847577691078186e-02,5.881243199110031128e-02,3.402902977541089058e-03,-8.085934817790985107e-02,-1.274651265703141689e-03,-1.010059565305709839e-01,-7.154804468154907227e-02,1.346434801816940308e-01,1.272941827774047852e-01,-1.991848498582839966e-01
6.190663576126098633e-02,-6.895934343338012695e-01,4.108212143182754517e-02,1.400712579488754272e-01,2.493900060653686523e-01,-3.484320044517517090e-01,5.868137255311012268e-02,6.395668387413024902e-01,-7.989163510501384735e-03,1.641363650560379028e-01,-4.021471142768859863e-01,4.268746823072433472e-02,-3.406337797641754150e-01,3.431358933448791504e-01,1.708403676748275757e-01,4.485419020056724548e-02
-5.986816063523292542e-02,1.682310551404953003e-01,5.635238066315650940e-02,3.490324914455413818e-01,-2.216471731662750244e-01,-1.748450994491577148e-01,-8.665688335895538330e-02,-3.206193074584007263e-02,-1.254615634679794312e-01,-2.386807352304458618e-01,1.790229529142379761e-01,5.845074653625488281e-01,-3.639725446701049805e-01,1.281751096248626709e-01,-2.249016016721725464e-01,-6.034277379512786865e-02
-2.445312142372131348e-01,1.572133041918277740e-02,-9.468714892864227295e-02,2.138383537530899048e-01,2.471481114625930786e-01,5.019150301814079285e-02,-2.846756875514984131e-01,2.387823909521102905e-01,2.234638780355453491e-01,6.457646936178207397e-02,-1.787764430046081543e-01,-4.906493425369262695e-02,4.700420796871185303e-02,-2.808802127838134766e-01,1.350753456354141235e-01,-1.995984017848968506e-01
-7.084172219038009644e-02,1.962833404541015625e-01,-1.431525647640228271e-01,-5.039371550083160400e-02,-4.270802065730094910e-02,2.062243223190307617e-01,-1.747400313615798950e-01,2.211100980639457703e-02,7.710960507392883301e-02,8.539227396249771118e-02,9.352636337280273438e-02,5.897963792085647583e-02,1.952856034040451050e-02,-3.486352786421775818e-02,6.593164801597595215e-02,-4.447903633117675781e-01
-3.148492798209190369e-02,9.264622628688812256e-02,-6.149575859308242798e-02,-4.626129940152168274e-02,-4.765427112579345703e-02,7.252921909093856812e-02,-3.582264110445976257e-02,-5.818439647555351257e-03,-1.559733748435974121e-01,1.448918320238590240e-02,2.380969673395156860e-01,2.288045436143875122e-01,-1.944807171821594238e-01,3.744654729962348938e-02,1.816808991134166718e-02,-9.457746148109436035e-02
