7.529677450656890869e-02,1.937222331762313843e-01,-4.502560943365097046e-02,-6.842649728059768677e-02,-7.518790662288665771e-02,-7.774364948272705078e-02,-8.423961699008941650e-02,-8.951665461063385010e-02,-8.928996324539184570e-02,-9.070671349763870239e-02,-9.839192032814025879e-02,-1.009887829422950745e-01,-1.018636748194694519e-01,-1.010781452059745789e-01,-1.030142977833747864e-01,-1.154307574033737183e-01,-1.246112436056137085e-01,-1.129189729690551758e-01,-1.339892297983169556e-01,-2.564701437950134277e-01,6.317825522273778915e-03
7.399472594261169434e-02,2.025055438280105591e-01,-4.024043306708335876e-02,-6.328757852315902710e-02,-6.992319226264953613e-02,-7.248879224061965942e-02,-7.941363751888275146e-02,-8.415490388870239258e-02,-8.385952562093734741e-02,-8.673574030399322510e-02,-9.373337030410766602e-02,-9.586090594530105591e-02,-9.767580032348632812e-02,-9.703218191862106323e-02,-9.784475713968276978e-02,-1.107359975576400757e-01,-1.204355061054229736e-01,-1.076496765017509460e-01,-1.296287924051284790e-01,-2.524202764034271240e-01,6.746020633727312088e-03
1.079365536570549011e-01,2.515187859535217285e-01,-4.088243003934621811e-03,-2.903150767087936401e-02,-3.717096894979476929e-02,-4.157777130603790283e-02,-4.965513944625854492e-02,-5.519884824752807617e-02,-5.533675104379653931e-02,-5.945924296975135803e-02,-6.789788603782653809e-02,-7.084935903549194336e-02,-7.236889749765396118e-02,-7.235571742057800293e-02,-7.491245865821838379e-02,-8.802230656147003174e-02,-9.778179973363876343e-02,-8.469155430793762207e-02,-1.078048348426818848e-01,-2.310874462127685547e-01,5.357040464878082275e-02
-1.743526756763458252e-02,-3.648512661457061768e-01,-1.146266832947731018e-01,-7.809252291917800903e-02,-5.943929031491279602e-02,-5.029709264636039734e-02,-4.236179962754249573e-02,-3.449263423681259155e-02,-3.049746528267860413e-02,-2.253271639347076416e-02,-8.314712904393672943e-03,2.667032415047287941e-03,8.007108233869075775e-03,1.381517504341900349e-03,-1.017480529844760895e-02,-1.726748049259185791e-02,-2.431691065430641174e-02,-4.414922371506690979e-02,-1.576254516839981079e-02,1.230268627405166626e-01,-1.152178570628166199e-01
2.990400418639183044e-02,-5.929211378097534180e-01,1.565952040255069733e-02,-9.415770880877971649e-03,1.799669465981423855e-03,2.409634180366992950e-02,4.175547510385513306e-02,5.753808096051216125e-02,5.331705510616302490e-02,4.044927656650543213e-02,4.367326200008392334e-02,7.397498190402984619e-02,1.062569767236709595e-01,1.225256770849227905e-01,8.989955484867095947e-02,4.000433906912803650e-02,9.929342195391654968e-03,9.388206526637077332e-03,5.621172860264778137e-02,1.771498173475265503e-01,-1.586108654737472534e-02
9.193027764558792114e-02,-4.019114971160888672e-01,1.073682978749275208e-01,7.938105612993240356e-02,5.806065723299980164e-02,4.190282151103019714e-02,2.907916903495788574e-02,2.684538252651691437e-02,3.337464109063148499e-02,4.158722236752510071e-02,5.027398839592933655e-02,5.779322609305381775e-02,5.756224691867828369e-02,4.061102122068405151e-02,1.050538662821054459e-02,-5.914112553000450134e-03,-1.544105634093284607e-02,-3.739863261580467224e-02,-5.243646726012229919e-02,-4.063949733972549438e-02,-6.516124308109283447e-02
3.113949857652187347e-02,-3.546826243400573730e-01,-6.785616278648376465e-02,-3.940351679921150208e-02,-2.890099771320819855e-02,-2.729188837110996246e-02,-2.329721301794052124e-02,-2.248962782323360443e-02,-2.178676240146160126e-02,-1.805138587951660156e-02,-1.253697928041219711e-02,-1.151667162775993347e-02,-1.669948920607566833e-02,-2.708918973803520203e-02,-3.840802982449531555e-02,-3.965729847550392151e-02,-4.085582494735717773e-02,-5.940097197890281677e-02,-3.982528299093246460e-02,8.207756280899047852e-02,-2.656647376716136932e-02
1.342355161905288696e-01,3.211825489997863770e-01,1.767352409660816193e-02,-6.170704029500484467e-03,-1.404834352433681488e-02,-1.764820702373981476e-02,-2.401700057089328766e-02,-2.905444428324699402e-02,-2.800456248223781586e-02,-3.124146908521652222e-02,-3.967907279729843140e-02,-4.299184307456016541e-02,-4.377295821905136108e-02,-4.215810447931289673e-02,-4.219592362642288208e-02,-5.315729975700378418e-02,-6.120639666914939880e-02,-4.792137816548347473e-02,-7.160089164972305298e-02,-1.957355290651321411e-01,1.168956905603408813e-01
1.224941462278366089e-01,2.884016931056976318e-01,8.552503772079944611e-03,-1.687894575297832489e-02,-2.585718594491481781e-02,-3.012228198349475861e-02,-3.772018477320671082e-02,-4.361430928111076355e-02,-4.389428347349166870e-02,-4.729027673602104187e-02,-5.583229660987854004e-02,-5.917429924011230469e-02,-6.074505671858787537e-02,-6.033698096871376038e-02,-6.032844260334968567e-02,-7.146603614091873169e-02,-7.972076535224914551e-02,-6.726367771625518799e-02,-8.964283764362335205e-02,-2.136928290128707886e-01,7.581873983144760132e-02
1.142626702785491943e-01,2.639812529087066650e-01,2.973466878756880760e-03,-2.186800725758075714e-02,-3.157553076744079590e-02,-3.584126010537147522e-02,-4.385065287351608276e-02,-4.935616254806518555e-02,-5.058227851986885071e-02,-5.293277651071548462e-02,-6.192136183381080627e-02,-6.563547998666763306e-02,-6.701233983039855957e-02,-6.752359122037887573e-02,-6.989356875419616699e-02,-8.218827098608016968e-02,-9.087757766246795654e-02,-7.875284552574157715e-02,-1.013593748211860657e-01,-2.256931960582733154e-01,6.302825361490249634e-02
