-9.654610604047775269e-02,3.231731057167053223e-01,-7.880469411611557007e-02,-1.529321819543838501e-01,-7.191497087478637695e-02,9.008913487195968628e-02,7.350818812847137451e-02,7.920660823583602905e-02,-7.129551470279693604e-02,-4.087633267045021057e-02,9.428262710571289062e-02,-9.427123516798019409e-02,1.202866509556770325e-01,6.746697425842285156e-02,-8.692155778408050537e-02,5.558256506919860840e-01
-1.660807430744171143e-02,7.720842212438583374e-02,1.036007851362228394e-01,5.902758333832025528e-03,-2.172676920890808105e-01,-3.987831175327301025e-01,-1.127622872591018677e-01,-7.241614162921905518e-02,-3.649109005928039551e-01,1.350267231464385986e-01,2.309176176786422729e-01,6.129103153944015503e-02,3.429426252841949463e-02,3.340122103691101074e-01,8.399962633848190308e-02,-1.834925115108489990e-01
-5.565739423036575317e-02,2.209511548280715942e-01,-1.137793958187103271e-01,-1.335750520229339600e-01,9.776034951210021973e-02,-4.648807458579540253e-03,1.200085505843162537e-01,7.230658829212188721e-02,1.159503012895584106e-01,7.880625128746032715e-02,7.198773324489593506e-03,-1.234150901436805725e-01,1.191634461283683777e-01,2.771134860813617706e-02,-1.196143627166748047e-01,-1.413768976926803589e-01
1.080124378204345703e-01,8.563930541276931763e-02,8.386465162038803101e-02,6.383887678384780884e-02,4.640698432922363281e-03,-1.431243568658828735e-01,-9.622402489185333252e-02,-8.367693424224853516e-02,-2.185548245906829834e-01,5.162136629223823547e-02,1.120609939098358154e-01,7.368192076683044434e-02,-5.109824612736701965e-02,2.196726500988006592e-01,8.199480921030044556e-02,-8.247753232717514038e-02
-2.117715626955032349e-01,1.912624947726726532e-02,-3.501166403293609619e-01,-1.007585600018501282e-01,-5.978810787200927734e-02,3.425251320004463196e-02,3.538973629474639893e-01,1.617466956377029419e-01,-1.228941082954406738e-01,-3.528396785259246826e-01,-2.526641190052032471e-01,-2.620381414890289307e-01,1.890458613634109497e-01,-2.528606355190277100e-01,-2.831859588623046875e-01,7.035868763923645020e-01
-2.976882085204124451e-02,2.657485306262969971e-01,9.244117885828018188e-02,-3.301293402910232544e-02,3.100009867921471596e-03,7.648141682147979736e-02,-1.112480536103248596e-01,-1.221748962998390198e-01,-1.188132315874099731e-01,1.106716915965080261e-01,2.441753633320331573e-02,4.942156746983528137e-02,-6.591238826513290405e-02,-8.786460757255554199e-02,7.792194932699203491e-02,6.276513934135437012e-01
-5.876364186406135559e-02,2.220596820116043091e-01,-1.193116083741188049e-01,-1.369769871234893799e-01,6.400320678949356079e-02,1.922937855124473572e-02,1.223025172948837280e-01,4.429501667618751526e-02,1.166940331459045410e-01,4.629010334610939026e-02,1.527053676545619965e-02,-1.309618949890136719e-01,1.021590754389762878e-01,1.850672997534275055e-02,-1.212661936879158020e-01,-7.162393536418676376e-03
-2.123165130615234375e-01,3.772142231464385986e-01,-1.832295805215835571e-01,-2.643034756183624268e-01,-4.168111383914947510e-01,8.808460086584091187e-03,1.576618999242782593e-01,-5.927468650043010712e-03,1.094044446945190430e-01,6.983145326375961304e-02,2.579848766326904297e-01,-1.482553184032440186e-01,2.455800324678421021e-01,5.784178152680397034e-02,-1.446778029203414917e-01,4.780257344245910645e-01
-2.478717267513275146e-01,2.058830112218856812e-01,-4.419779777526855469e-01,-2.841178476810455322e-01,-2.127514593303203583e-02,7.248274981975555420e-02,4.572306573390960693e-01,5.023622512817382812e-01,-9.666881710290908813e-02,-4.825265705585479736e-01,-7.998019456863403320e-02,-4.424737095832824707e-01,2.823764085769653320e-01,-3.749999701976776123e-01,-4.267302751541137695e-01,4.731691181659698486e-01
-6.399583816528320312e-01,4.136702120304107666e-01,-4.005738496780395508e-01,-4.600039422512054443e-01,6.862907856702804565e-02,8.286531269550323486e-02,3.784827589988708496e-01,6.840640306472778320e-01,1.320667117834091187e-01,6.554579734802246094e-02,-3.220532536506652832e-01,-6.311507821083068848e-01,5.311571955680847168e-01,-2.747472524642944336e-01,-6.115256547927856445e-01,4.542556107044219971e-01
