5.116482730954885483e-03,-9.511460363864898682e-02,1.375407446175813675e-02,1.470829844474792480e-01,-2.272763848304748535e-01,-4.223358333110809326e-01,3.197219967842102051e-02,-8.567165583372116089e-02,2.717767655849456787e-02,-1.435364410281181335e-02,-2.776999473571777344e-01,-4.944940209388732910e-01,-2.723933160305023193e-01,-1.723360717296600342e-01,-2.741879820823669434e-01,-2.756715714931488037e-01,-2.772431671619415283e-01,-4.770489335060119629e-01,4.823206365108489990e-02
-1.902989447116851807e-01,6.494207680225372314e-02,2.047646790742874146e-01,2.054257094860076904e-01,2.445540763437747955e-02,-1.623534560203552246e-01,2.075517922639846802e-01,8.820752799510955811e-02,1.918502002954483032e-01,3.751592636108398438e-01,-5.177770853042602539e-01,-7.938415408134460449e-01,-5.598857402801513672e-01,-9.565946646034717560e-03,-5.622163414955139160e-01,-5.637447834014892578e-01,-5.681446790695190430e-01,-8.970836549997329712e-02,1.994127035140991211e-02
8.955570310354232788e-02,-1.093814894556999207e-01,6.800547242164611816e-02,2.911853417754173279e-02,-1.219984292984008789e-01,-3.883130252361297607e-01,1.838427633047103882e-01,-6.682060658931732178e-02,2.152449041604995728e-01,3.469360172748565674e-01,-3.371291756629943848e-01,-3.622792959213256836e-01,-3.323742747306823730e-01,5.054826661944389343e-02,-3.341589272022247314e-01,-3.334726095199584961e-01,-3.342130482196807861e-01,-2.924678623676300049e-01,2.577916383743286133e-01
-1.159192025661468506e-01,3.062651678919792175e-02,1.266004703938961029e-02,-8.076439797878265381e-02,-2.214622348546981812e-01,-6.222169399261474609e-01,6.978752557188272476e-03,2.929472178220748901e-02,1.538865827023983002e-02,4.073697924613952637e-01,-1.583883762359619141e-01,4.446946680545806885e-01,-7.128322124481201172e-02,6.807821244001388550e-02,-7.078237831592559814e-02,-7.247550785541534424e-02,-7.391917705535888672e-02,-5.543190836906433105e-01,1.006803154945373535e+00
-1.635164171457290649e-01,-1.299040764570236206e-01,-5.087460950016975403e-02,-5.294860526919364929e-02,-1.646051853895187378e-01,-2.613866329193115234e-01,-4.682007804512977600e-02,-1.201732382178306580e-01,-4.738117754459381104e-02,-6.390088796615600586e-02,-4.082437455654144287e-01,-5.235433578491210938e-01,-4.097948074340820312e-01,-1.952273845672607422e-01,-4.093532860279083252e-01,-4.138949811458587646e-01,-4.183554947376251221e-01,-5.173408389091491699e-01,-2.146742045879364014e-01
-3.073080070316791534e-02,-8.823580108582973480e-03,9.658709913492202759e-02,1.195640191435813904e-01,-1.748622581362724304e-02,-1.254393607378005981e-01,1.207602247595787048e-01,2.119247429072856903e-02,1.171109899878501892e-01,2.359455376863479614e-01,-3.482424914836883545e-01,-5.472727417945861816e-01,-3.695412874221801758e-01,-7.405968755483627319e-02,-3.722333014011383057e-01,-3.726052045822143555e-01,-3.765573799610137939e-01,3.791956603527069092e-02,-1.732769608497619629e-01
1.560543477535247803e-01,-1.734482310712337494e-02,4.819377139210700989e-02,1.199875175952911377e-01,-9.131874889135360718e-02,-1.832649260759353638e-01,6.722434610128402710e-02,3.177911974489688873e-03,8.930999040603637695e-02,4.682833254337310791e-01,-1.295459419488906860e-01,-3.719400167465209961e-01,-1.070510074496269226e-01,2.522811852395534515e-02,-1.084650754928588867e-01,-1.086454838514328003e-01,-1.090116426348686218e-01,1.064072847366333008e-01,3.942610919475555420e-01
-4.827964305877685547e-02,1.712277531623840332e-01,1.710077524185180664e-01,5.598479881882667542e-02,1.381044536828994751e-01,-6.565424054861068726e-02,2.363578379154205322e-01,2.055505216121673584e-01,2.419572770595550537e-01,1.766726225614547729e-01,-5.110567063093185425e-02,-6.732222437858581543e-02,-7.158937305212020874e-02,-9.617864340543746948e-02,-7.282254099845886230e-02,-7.077363133430480957e-02,-6.986810266971588135e-02,-2.148121744394302368e-01,4.994345903396606445e-01
3.339696303009986877e-02,3.319112211465835571e-02,1.071510389447212219e-01,1.460176706314086914e-01,5.402816832065582275e-02,-2.570092864334583282e-02,9.985280036926269531e-02,3.175665438175201416e-02,9.494358301162719727e-02,5.321723967790603638e-02,6.141241267323493958e-02,7.398188859224319458e-02,5.000092834234237671e-02,-6.627195049077272415e-03,4.895800352096557617e-02,5.055456236004829407e-02,5.162136256694793701e-02,1.649534106254577637e-01,4.140732586383819580e-01
6.801566481590270996e-02,-1.388394981622695923e-01,-9.787507355213165283e-02,-4.279667977243661880e-03,-3.177416920661926270e-01,-4.668639004230499268e-01,-1.161111295223236084e-01,-1.241752058267593384e-01,-1.044785901904106140e-01,2.988602817058563232e-01,-2.047132700681686401e-01,-1.465653181076049805e-01,-1.836358755826950073e-01,-8.795127272605895996e-02,-1.855593174695968628e-01,-1.884589940309524536e-01,-1.935145109891891479e-01,-5.318641066551208496e-01,1.299692541360855103e-01
